Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Capacidad del tanque,Potencia,Largo,Altura,Ancho,Distancia entre ejes,Precio
Volkswagen Bora 1.8 Highline T 180cv Cuero,Bs.As. G.B.A. Norte,Volkswagen,Bora,2007,1.8 Highline T 180cv Cuero,,Nafta,4,Manual,1.8,Sedán,130000,Sí,,Hidráulica,Delantera,5,55 L,180,4376,1446,1735,2518 mm,8300
Ford Ranger 2.5 Cd Ivct Xlt 166cv,Capital Federal,Ford,Ranger,2018,2.5 Cd Ivct Xlt 166cv,Blanco,Nafta,4,Manual,2.5,Pick-Up,86000,,,Eléctrica,4x2,5,80 L,166,5359,1815,1768,2578 mm,28000000
Fiat 500 1.4 Sport 105cv,Capital Federal,Fiat,500,2012,1.4 Sport 105cv,Blanco,Nafta,3,Manual,1.4,Hatchback,90000,Sí,Sí,Asistida,Delantera,4,40 L,105,3546,1492,1855,2640 mm,11500
Volkswagen Amarok black style,Bs.As. G.B.A. Sur,Volkswagen,Amarok,2023,black style,,Diésel,4,Automática,3.0,Pick-Up,18000,,,,4x4,5,80 L,224,5254,1834,1944,3095 mm,55000
Chevrolet Corsa Classic Gls,Bs.As. G.B.A. Sur,Chevrolet,Corsa Classic,2008,Gls,,Nafta/GNC,4,,,,300000,,,,,,,,,,,,4000000
Ford Fiesta Kinetic Design 1.6 S Plus 120cv,Córdoba,Ford,Fiesta Kinetic Design,2015,1.6 S Plus 120cv,Rojo,Nafta,5,Manual,1.6,Hatchback,97000,Sí,,Eléctrica,Delantera,5,45 L,120,4066,1473,1801,2895 mm,14600000
Fiat Palio 1.4 Nuevo Attractive 85cv,Bs.As. G.B.A. Oeste,Fiat,Palio,2018,1.4 Nuevo Attractive 85cv,,Nafta,5,Manual,1.4,Hatchback,43000,,Sí,Hidráulica,Delantera,5,48 L,85,3875,1504,1993,3665 mm,9000
Peugeot 308 1.6 Roland Garros Thp 163cv,Bs.As. G.B.A. Norte,Peugeot,308,2014,1.6 Roland Garros Thp 163cv,Blanco,Nafta,5,Automática,1.6,Hatchback,128000,,,Hidráulica,Delantera,5,60 L,163,4276,1519,1815,2608 mm,13800000
Audi A4 2.0 T Fsi 211cv Multitronic,Córdoba,Audi,A4,2011,2.0 T Fsi 211cv Multitronic,,Nafta,4,Automática,2.0,Sedán,160000,Sí,Sí,Asistida,Delantera,5,65 L,211,4703,1427,1781,2495 mm,21000000
Renault Sandero Stepway 1.6 Privilege 105cv Nac,Bs.As. G.B.A. Oeste,Renault,Sandero Stepway,2017,1.6 Privilege 105cv Nac,Blanco,Nafta,5,Manual,1.6,Hatchback,109000,Sí,,Hidráulica,Delantera,5,50 L,105,4066,1559,1761,2590 mm,14500000
Nissan Frontier 2.3Bt Platinum 4X2 At L22,Entre Ríos,Nissan,Frontier,2022,2.3Bt Platinum 4X2 At L22,Plateado,Diésel,4,Automática,2.3,Pick-Up,36544,Sí,,Hidráulica,4x2,5,80 L,190,5260,1850,1790,3150 mm,42000000
Hyundai Tucson 2.0 Style 2Wd At,Chaco,Hyundai,Tucson,2018,2.0 Style 2Wd At,Gris,Nafta,5,Automática,2.0,SUV,80000,,,,4x2,5,,155,,,,,33000000
Volkswagen Polo 1.6 Msi Trendline At,Bs.As. G.B.A. Norte,Volkswagen,Polo,2022,1.6 Msi Trendline At,Gris,Nafta,5,Automática,1.6,Hatchback,43500,,,Hidráulica,Delantera,5,50 L,110,4384,1465,1699,2552 mm,16500
Peugeot 207 1.4 Xs,Bs.As. G.B.A. Sur,Peugeot,207,2011,1.4 Xs,Gris,Nafta,5,Manual,1.4,Hatchback,190000,,Sí,Hidráulica,Delantera,5,50 L,75,3872,1446,1669,2443 mm,6499
Peugeot 2008 1.6 Feline,Bs.As. G.B.A. Sur,Peugeot,2008,2018,1.6 Feline,Blanco,Nafta,5,Manual,1.6,SUV,48000,,,,Delantera,5,55 L,115,4159,1583,1739,2542 mm,21500000
Volkswagen Amarok 2.0 Cd Tdi 180cv Comfortline,Buenos Aires Interior,Volkswagen,Amarok,2022,2.0 Cd Tdi 180cv Comfortline,,Diésel,4,Manual,2.0,Pick-Up,34500,Sí,,Hidráulica,4x2,5,80 L,180,5254,1834,1944,3095 mm,38000000
Peugeot 208 1.6 Feline,Bs.As. G.B.A. Norte,Peugeot,208,2018,1.6 Feline,Gris,Nafta,5,Manual,1.6,Hatchback,93000,,Sí,Asistida,Delantera,5,55 L,115,3975,1470,1740,2540 mm,14500
Toyota Corolla 1.8 Xei Cvt Pack 140cv,Capital Federal,Toyota,Corolla,2015,1.8 Xei Cvt Pack 140cv,Gris,Nafta,4,Automática,1.8,Sedán,170000,Sí,,Eléctrica,Delantera,5,57 L,140,4620,1460,1775,2700 mm,14200
Chevrolet Corsa 1.8 Easytronic,Bs.As. G.B.A. Norte,Chevrolet,Corsa,2010,1.8 Easytronic,Blanco,Nafta,5,,,,185000,,,,,,,,,,,,6000000
BMW Serie 3 3.0 330i Sedan Sport Line 252cv,Bs.As. G.B.A. Norte,BMW,Serie 3,2017,3.0 330i Sedan Sport Line 252cv,,Nafta,4,Manual,3.0,Sedán,77500,No,Sí,Asistida,Trasera,5,60 L,184,4624,1429,1734,2490 mm,36000
Jeep Renegade 1.8 Sport At Plus,Bs.As. G.B.A. Norte,Jeep,Renegade,2019,1.8 Sport At Plus,Plateado,Nafta,5,Automática,1.8,SUV,30000,Sí,,Hidráulica,4x4,5,60 L,217,4624,1670,1798,2570 mm,22000
Mercedes-Benz Sprinter 516 Cdi Minibus 4325 19+1 Con Cámara,Bs.As. G.B.A. Sur,,Sprinter,2022,,Blanco,Diésel,2,Manual,2.1,Minivan,150000,,Sí,Hidráulica,Delantera,20,75 L,150,6995,2860,1994,4025 mm,67000
Opel Corsa 1.3 Cdti 3 Puertas 2007 / Rojo / Turbo Diésel,Bs.As. G.B.A. Norte,Opel,Corsa,2007,1.3 CDTI,Rojo,Diésel,3,Manual,1.3,Hatchback,118000,,Sí,Hidráulica,,,,,,,,,4990
Volkswagen Gol Trend 1.6 Pack I 101cv,Córdoba,Volkswagen,Gol Trend,2010,1.6 Pack I 101cv,,Nafta,5,Manual,1.6,Hatchback,250000,,,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,7500000
Fiat Strada 1.4 Working Cs,Mendoza,Fiat,Strada,2015,1.4 Working Cs,Blanco,Nafta,2,Manual,1.4,Pick-Up,90000,,Sí,Hidráulica,Delantera,2,58 L,87,4409,1554,1669,2443 mm,11500
Chevrolet Sonic 1.6 Ltz 5 p Manual,Mendoza,Chevrolet,Sonic,2012,1.6 Ltz 5 p Manual,Azul,Nafta,5,Manual,1.6,Hatchback,125667,Sí,Sí,Hidráulica,Delantera,5,46 L,115,4039,1517,1820,2700 mm,12500000
Jeep Compass 2.4 Sport,Buenos Aires Interior,Jeep,Compass,2020,2.4 Sport,Negro,Nafta,5,Manual,2.4,SUV,56000,,,,4x2,5,52 L,174,4394,1635,2033,2636 mm,28900000
Ford Ka 1.0 Fly Viral,Bs.As. G.B.A. Sur,Ford,Ka,2010,1.0 Fly Viral,Negro,Nafta,3,Manual,1.0,Hatchback,119000,No,,Hidráulica,Delantera,4,45 L,63,3836,1420,1990,4078 mm,6500
Renault Captur 1.6 Life,Córdoba,Renault,Captur,2020,1.6 Life,Gris,Nafta,5,Manual,1.6,SUV,90000,,,,Delantera,5,45 L,115,4122,1556,1778,2670 mm,22500000
Renault Captur 2.0 Intens Manual,Capital Federal,Renault,Captur,2021,2.0 Intens Manual,Gris,Nafta,5,Manual,2.0,SUV,21500,,,,Delantera,5,45 L,143,4122,1556,1778,2670 mm,26000000
Audi A3 1.4 T Fsi Stronic Technolo,Capital Federal,Audi,A3,2013,1.4 T Fsi Stronic Technolo,Blanco,Nafta,5,Automática,1.4,Hatchback,155000,,Sí,Eléctrica,Delantera,5,50 L,122,4237,1421,1842,2468 mm,16100
Ford Fiesta 1.6 Ambiente Plus Mp3,Bs.As. G.B.A. Norte,Ford,Fiesta,2009,1.6 Ambiente Plus Mp3,Negro,Nafta,5,Manual,1.6,Hatchback,250000,,Sí,Hidráulica,Delantera,5,54 L,98,3908,1497,1850,2823 mm,7500000
Mercedes Benz Clase C 2018,Bs.As. Costa Atlántica,,Clase C,2018,400 4MATIC AT,,Nafta,4,,,Sedán,27300,,,Eléctrica,,,,,,,,,59000
Volkswagen Suran 1.6 Highline Msi 110cv,Bs.As. G.B.A. Oeste,Volkswagen,Suran,2017,1.6 Highline Msi 110cv,,Nafta,5,Manual,1.6,Monovolumen,125000,,,Hidráulica,Delantera,5,50 L,110,4204,1585,1660,2467 mm,12000
Volkswagen Gol Trend 1.6 Comfortline 101cv,Bs.As. G.B.A. Sur,Volkswagen,Gol Trend,2017,1.6 Comfortline 101cv,Blanco,Nafta,5,Manual,1.6,Hatchback,102000,,,Hidráulica,Delantera,5,55 L,101,3899,1464,1656,2466 mm,10000
Toyota Hilux 2.4 Cd Sr 150cv 4x2,Bs.As. G.B.A. Norte,Toyota,Hilux,2017,2.4 Cd Sr 150cv 4x2,Negro,Diésel,4,Manual,2.4,Pick-Up,128000,,Sí,Hidráulica,4x2,5,80 L,150,5260,1850,1855,2860 mm,24500
Mercedes-benz Clase A 2.0 A250 Sport 218cv,Bs.As. G.B.A. Oeste,,Clase A,2018,2.0 A250 Sport 218cv,Blanco,Nafta,5,Automática,2.0,Hatchback,53000,,Sí,Eléctrica,Delantera,5,56 L,218,4292,1430,1720,2425 mm,37500
Fiat Toro 2.0 Volcano 4x4 At,Bs.As. G.B.A. Oeste,Fiat,Toro,2018,2.0 Volcano 4x4 At,Rojo,Diésel,4,Automática,2.0,Pick-Up,154000,,,,4x4,5,60 L,170,4915,1690,1669,2443 mm,26417500
Chevrolet S10 2.8 Ls Cs Tdci 200cv,Capital Federal,Chevrolet,S10,2017,2.8 Ls Cs Tdci 200cv,Blanco,Diésel,4,Manual,2.8,Pick-Up,76000,No,Sí,Hidráulica,4x2,2,76 L,200,5367,1787,1820,2709 mm,18500
Ford Ecosport 1.5 S Tdci 90cv 4x2,Bs.As. G.B.A. Oeste,Ford,Ecosport,2014,1.5 S Tdci 90cv 4x2,,Diésel,5,Manual,1.5,SUV,162000,,Sí,Eléctrica,4x2,5,52 L,90,4241,1693,1814,2608 mm,12200000
Fiat Strada Endurance Cabina Simple 2020,Bs.As. G.B.A. Sur,Fiat,Strada,2020,Endurance 1.4 Cabina Simple,Blanco,Nafta/GNC,2,Manual,1.4,Pick-Up,90000,No,,Asistida,,,,,,,,,17500000
Nissan Tiida 1.8 Acenta,Bs.As. G.B.A. Norte,Nissan,Tiida,2014,1.8 Acenta,Negro,Nafta/GNC,5,Manual,1.8,Hatchback,145400,No,Sí,Hidráulica,Delantera,5,52 L,126,4305,1535,1695,2600 mm,8500
Renault Logan 1.6 Privilége 105cv Nac,Bs.As. G.B.A. Sur,Renault,Logan,2017,1.6 Privilége 105cv Nac,Rojo,Nafta,4,Manual,1.6,Sedán,78000,Sí,Sí,,Delantera,5,50 L,105,4350,1529,1733,2635 mm,13500000
Ford Ranger 3.2 Cd 4x4 Xlt Tdci 200cv At,Bs.As. G.B.A. Sur,Ford,Ranger,2016,3.2 Cd 4x4 Xlt Tdci 200cv At,,Diésel,4,Automática,3.2,Pick-Up,152000,Sí,,Eléctrica,Integral,5,80 L,200,5359,1815,1775,2700 mm,23000
Fiat Mobi 1.0 Way,Mendoza,Fiat,Mobi,2017,1.0 Way,Blanco,Nafta,5,Manual,1.0,Hatchback,79000,,,Hidráulica,Delantera,5,47 L,70,3566,1502,1854,2874 mm,15000000
Renault Sandero 1.6 Expression 90cv,Bs.As. G.B.A. Sur,Renault,Sandero,2019,1.6 Expression 90cv,Negro,Nafta,5,Manual,1.6,Hatchback,60200,,,Asistida,Delantera,5,50 L,90,4060,1536,1733,2590 mm,10900
Volkswagen Amarok 2.0 Cd Tdi 180cv 4x4 Trendline B34,Córdoba,Volkswagen,Amarok,2013,2.0 Cd Tdi 180cv 4x4 Trendline B34,Gris,Diésel,4,Manual,2.0,Pick-Up,183000,Sí,,Hidráulica,4x4,5,80 L,180,5254,1834,1944,3095 mm,21000000
Volkswagen Gol 1.4 Power Ps+ac 83cv,Bs.As. Costa Atlántica,Volkswagen,Gol,2012,,,Nafta,5,Manual,1.4,Hatchback,192000,,,Hidráulica,Delantera,5,51 L,83,3951,1414,1656,2465 mm,6200
Chevrolet Tracker 1.8 Lt Fwd Mt 4x2,Bs.As. G.B.A. Oeste,Chevrolet,Tracker,2013,1.8 Lt Fwd Mt 4x2,Negro,Nafta,5,Manual,1.8,SUV,103000,Sí,Sí,Hidráulica,Delantera,5,53 L,140,4248,1674,1657,2465 mm,12000
Chevrolet Tracker 1.8 Ltz,Bs.As. G.B.A. Sur,Chevrolet,Tracker,2017,1.8 Ltz,Negro,Nafta,5,Manual,1.8,SUV,123000,,Sí,Asistida,4x2,5,53 L,141,4248,1674,1657,2465 mm,18400000
Peugeot 207 1.4 Allure 75cv,Capital Federal,Peugeot,207,2015,1.4 Allure 75cv,,Nafta,5,Manual,1.4,Hatchback,13000,,Sí,Hidráulica,Delantera,5,50 L,75,3872,1446,1669,2443 mm,14500000
Renault Duster 1.6 Ph2 4x2 Expression,Buenos Aires Interior,Renault,Duster,2018,1.6 Ph2 4x2 Expression,Gris,Nafta,5,Manual,1.6,SUV,51000,,,,4x2,5,50 L,110,4329,1683,1822,2674 mm,21800000
Volkswagen Suran 1.6 Highline 101cv,Córdoba,Volkswagen,Suran,2015,1.6 Highline 101cv,Rojo,Nafta,5,Manual,1.6,Monovolumen,112000,,,Hidráulica,Delantera,5,50 L,101,4178,1547,1660,2467 mm,15400000
Ford F-100 3.6 Lujo,Bs.As. G.B.A. Sur,Ford,F-100,1984,3.6 Lujo,Blanco,Diésel,2,Manual,3.6,Pick-Up,100000,,,Mecánica,,,,103,,,,,10500000
Mercedes-Benz Vito 1.6 111 Cdi Furgon Mixto Aa 114cv,Bs.As. G.B.A. Sur,,Vito,2018,1.6 111 Cdi Furgon Mixto Aa 114cv,,Diésel,2,Automática,1.6,Furgón,83000,Sí,Sí,Eléctrica,Trasera,7,75 L,114,5220,1350,1900,3430 mm,28600
Volkswagen Scirocco 1.4 Tsi 160cv Dsg,Santa Fe,Volkswagen,Scirocco,2013,1.4 Tsi 160cv Dsg,Gris,Nafta,2,Automática,1.4,Coupé,98000,Sí,,Asistida,Delantera,4,55 L,160,4255,1400,1820,2578 mm,19000
Chevrolet Prisma 1.4 Joy Ls + 98cv,Capital Federal,Chevrolet,Prisma,2016,,,Nafta,4,Manual,1.4,Sedán,160000,,,Asistida,Delantera,5,54 L,98,4275,1484,1656,2465 mm,6500
Ford Focus III 2.0 Se Plus At6,Bs.As. G.B.A. Norte,Ford,Focus III,2016,2.0 Se Plus At6,Dorado,Nafta,5,Automática,2.0,Hatchback,99000,Sí,Sí,Eléctrica,Delantera,5,55 L,170,4412,1484,1742,2630 mm,14000
Volkswagen Gol 1.8 Gl,Bs.As. G.B.A. Sur,Volkswagen,Gol,1995,1.8 Gl,Azul,Nafta,3,Manual,1.8,Hatchback,215000,,,Mecánica,Delantera,5,51 L,98,3883,1415,1621,2468 mm,3200000
Fiat Toro 2.0 Freedom 4x2,Bs.As. G.B.A. Norte,Fiat,Toro,2016,2.0 Freedom 4x2,Rojo,Diésel,4,Manual,2.0,Pick-Up,112000,,,,Delantera,5,60 L,170,4915,1690,1669,2443 mm,16120
Ford Ranger Raptor 2.0l Biturbo Cabina Doble 4x4,Capital Federal,Ford,Ranger Raptor,2020,2.0l Biturbo Cabina Doble 4x4,Azul,Diésel,4,Automática,2.0,Pick-Up,58000,Sí,,Eléctrica,4x4,5,80 L,213,5359,1873,1730,2670 mm,45000
Ford Fiesta 1.6 Ambiente,Bs.As. G.B.A. Oeste,Ford,Fiesta,2005,1.6 Ambiente,Gris,Nafta/GNC,5,Manual,1.6,Hatchback,230000,,Sí,,Delantera,5,45 L,95,3908,1497,1675,2488 mm,7000000
Ford Kuga 2.0 Titanium At Awd,Bs.As. G.B.A. Norte,Ford,Kuga,2017,2.0 Titanium At Awd,Gris,Nafta,5,Automática,2.0,SUV,74500,Sí,,Eléctrica,Integral,5,60 L,240,4524,1736,1838,2587 mm,22900
Renault Megane 1.6 Bic Pack Plus,Bs.As. G.B.A. Oeste,Renault,Megane,2009,1.6 Bic Pack Plus,,Nafta,5,Manual,1.6,Hatchback,220000,,,Hidráulica,Delantera,5,60 L,110,4164,1435,1777,2686 mm,3500
Fiat Palio 1.3 S,Bs.As. G.B.A. Oeste,Fiat,Palio,2000,1.3 S,,Nafta,3,Manual,1.3,Hatchback,190000,,,,Delantera,5,48 L,82,3827,1444,1634,2373 mm,4100000
Fiat Uno Uno Novo,Córdoba,Fiat,Uno,2013,Uno Novo,,Nafta,5,,,,200000,,,,,,,,,,,,7200
Chevrolet Astra 2.0 Gls,Bs.As. G.B.A. Sur,Chevrolet,Astra,2010,2.0 Gls,,Nafta,4,Manual,2.0,Sedán,240000,,Sí,Hidráulica,Delantera,5,52 L,116,4342,1425,1840,2750 mm,6900000
Ford Ecosport 2.0 Titanium 143cv 4x2,Bs.As. G.B.A. Norte,Ford,Ecosport,2015,2.0 Titanium 143cv 4x2,Rojo,Nafta,5,Manual,2.0,SUV,130000,,Sí,Eléctrica,4x2,5,52 L,143,4241,1693,1811,2725 mm,12000
Volkswagen T-Cross 1.6 Trendlinde Mt,Bs.As. Costa Atlántica,Volkswagen,T-Cross,2021,1.6 Trendlinde Mt,Negro,Nafta,5,Manual,1.6,,60888,Sí,Sí,,,,,,,,,,24500000
Citroën Xsara Picasso 2.0 Hdi,Capital Federal,,Xsara Picasso,2007,2.0 Hdi,Gris,Diésel,5,Manual,2.0,Monovolumen,150000,,Sí,Hidráulica,Delantera,5,55 L,90,4276,1660,1877,2909 mm,6250
C3 Aircross 1.6vti 115 Exclusive Luc,Bs.As. G.B.A. Norte,,C3 Aircross,2013,1.6 Vti 115 Exclusive,Blanco,Nafta/GNC,5,,,,239000,,,,,,,,,,,,12510000
Renault Captur 1.6 Intens Cvt,Córdoba,Renault,Captur,2019,1.6 Intens Cvt,Gris,Nafta,5,Automática,1.6,SUV,75000,No,Sí,assisted,Delantera,5,45 L,115,4122,1556,1778,2670 mm,28558950
RAM 1500 5.7 Laramie Atx V8,Capital Federal,RAM,1500,2015,5.7 Laramie Atx V8,Negro,Nafta,4,Automática,5.7,Pick-Up,80000,Sí,Sí,Hidráulica,4x4,5,98 L,395,5817,1941,2017,3797 mm,32800
Ford Focus III 2.0 Sedan Se Plus At6,Córdoba,Ford,Focus III,2015,2.0 Sedan Se Plus At6,,Nafta,4,Automática,2.0,Sedán,125000,Sí,,Asistida,Delantera,5,55 L,170,4534,1484,1639,2630 mm,12500
Renault Sandero Stepway 1.6 16v Zen,Bs.As. G.B.A. Norte,Renault,Sandero Stepway,2023,1.6 16v Zen,Plateado,Nafta,5,Manual,1.6,Hatchback,13500,Sí,Sí,Hidráulica,Delantera,5,50 L,115,4066,1559,1761,2590 mm,20000000
Chevrolet Tracker 1.2 Turbo At,Córdoba,Chevrolet,Tracker,2024,1.2 Turbo At,Rojo,Nafta,5,Automática,1.2,SUV,1000,Sí,Sí,Eléctrica,4x2,5,44 L,132,4270,1626,1791,2570 mm,30000000
Ford Fiesta Kinetic 1.6 Se Plus 120cv,Misiones,Ford,Fiesta Kinetic,2018,1.6 Se Plus 120cv,,Nafta,5,Manual,1.6,Hatchback,117000,Sí,,Eléctrica,Delantera,5,47 L,120,4056,1476,1801,2895 mm,15990000
Renault Megane 1.6 Bic Pack Plus,Bs.As. G.B.A. Oeste,Renault,Megane,2007,1.6 Bic Pack Plus,,Nafta,5,Manual,1.6,Hatchback,270000,,,Hidráulica,Delantera,5,60 L,110,4164,1435,1777,2686 mm,5500000
Chevrolet Meriva 1.8 Gls,Bs.As. G.B.A. Oeste,Chevrolet,Meriva,2007,1.8 Gls,,Nafta,5,Manual,1.8,Monovolumen,200000,,Sí,Hidráulica,Delantera,5,53 L,102,4042,1624,1645,2468 mm,6000
Volkswagen Vento 1.4 Highline 150cv At,Bs.As. G.B.A. Norte,Volkswagen,Vento,2019,1.4 Highline 150cv At,Gris,Nafta,4,Automática,1.4,Sedán,73300,,,Hidráulica,Delantera,5,55 L,150,4554,1461,1778,2651 mm,27500000
Ford Ecosport 1.6 Se 110cv 4x2,Bs.As. G.B.A. Sur,Ford,Ecosport,2013,1.6 Se 110cv 4x2,Azul,Nafta,5,Manual,1.6,SUV,98000,,Sí,Eléctrica,4x2,5,52 L,110,4241,1693,1814,2608 mm,10000
Volkswagen Vento 1.4 Highline 150cv At,Tucumán,Volkswagen,Vento,2021,1.4 Highline 150cv At,Azul,Nafta,4,Automática,1.4,Sedán,43500,Sí,,Hidráulica,Delantera,5,55 L,150,4554,1461,1778,2651 mm,33000000
Renault Kangoo Ii Express Confort 5a 1.6 Sce,Bs.As. G.B.A. Norte,Renault,Kangoo,2019,Ii Express Confort 5a 1.6 Sce,Blanco,Nafta,3,Manual,1.6,Furgón,129000,No,,Hidráulica,Delantera,2,52 L,114,4010,1860,1672,2600 mm,16500
Ford Fiesta 1.6 Ambiente Plus Mp3,Bs.As. G.B.A. Oeste,Ford,Fiesta,2009,1.6 Ambiente Plus Mp3,,Nafta,5,Manual,1.6,Hatchback,132000,,Sí,Hidráulica,Delantera,5,54 L,98,3908,1497,1850,2823 mm,6500
Volkswagen Suran 1.6 Trendline 11b,Capital Federal,Volkswagen,Suran,2014,1.6 Trendline 11b,Blanco,Nafta/GNC,5,Manual,1.6,Monovolumen,110000,,,Hidráulica,Delantera,5,50 L,101,4178,1547,1660,2467 mm,12000000
Ford Ecosport 1.5 Titanium 123cv 4x2 Automática,Bs.As. G.B.A. Norte,Ford,Ecosport,2022,1.5 Titanium 123cv 4x2 Automática,Gris,Nafta,5,Automática,1.5,SUV,23000,,Sí,Asistida,4x2,5,52 L,123,4241,1693,1821,2608 mm,26900000
Chery Tiggo 1.6 F2 Confort 4x2 125cv,Capital Federal,Chery,Tiggo,2016,1.6 F2 Confort 4x2 125cv,,Nafta,5,Manual,1.6,SUV,95000,Sí,Sí,Eléctrica,Delantera,5,57 L,125,4390,1705,1850,3220 mm,14900000
Renault Kangoo 1.5 2 Dci Ath Plus Lc 7as Da Aa Pk,Capital Federal,Renault,Kangoo,2008,1.5 2 Dci Ath Plus Lc 7as Da Aa Pk,,Diésel,4,Automática,1.5,Monovolumen,98000,,Sí,Hidráulica,Delantera,7,52 L,65,4010,1860,1672,2600 mm,8400
Peugeot 308 1.6 Allure Hdi 115cv,Bs.As. G.B.A. Norte,Peugeot,308,2021,1.6 Allure Hdi 115cv,Gris,Diésel,5,Manual,1.6,Hatchback,83000,Sí,,Hidráulica,Delantera,5,60 L,115,4292,1518,1800,2608 mm,18900
Chevrolet Cruze II 1.4 Lt 153cv,Bs.As. G.B.A. Sur,Chevrolet,Cruze II,2017,1.4 Lt 153cv,Gris,Nafta,5,Manual,1.4,Hatchback,128000,Sí,Sí,Asistida,Delantera,5,60 L,153,4510,1477,1677,2467 mm,16120000
Volkswagen Gol 1.4 Power Ps+ac 83cv,Bs.As. G.B.A. Norte,Volkswagen,Gol,2012,,Gris,Nafta,5,Manual,1.4,Hatchback,132000,,,Hidráulica,Delantera,5,51 L,83,3951,1414,1656,2465 mm,7800000
Audi A3 1.4 Tsi Stronic 125cv,Bs.As. G.B.A. Norte,Audi,A3,2012,1.4 Tsi Stronic 125cv,Plateado,Nafta,5,Automática,1.4,Hatchback,139500,No,Sí,Asistida,Delantera,5,55 L,125,4238,1421,1830,2605 mm,11400
Ford Focus 2.0 Edge At,Bs.As. G.B.A. Sur,Ford,Focus,2005,2.0 Edge At,,Nafta,4,Automática,2.0,Sedán,143000,,,Hidráulica,Delantera,5,55 L,130,4174,1491,1702,2615 mm,5500
Volkswagen Vento 2.5 Luxury 170cv Tiptronic,Bs.As. G.B.A. Oeste,Volkswagen,Vento,2016,2.5 Luxury 170cv Tiptronic,,Nafta,4,Automática,2.5,Sedán,65000,Sí,Sí,Hidráulica,Delantera,5,55 L,170,4659,1473,1778,2651 mm,16500
Ford Ecosport Titanium 1.5,Bs.As. G.B.A. Sur,Ford,Ecosport,2018,Titanium 1.5,,Nafta,5,Manual,1.5,SUV,65000,,Sí,Asistida,4x2,5,52 L,123,4241,1693,1821,2608 mm,21000000
Volkswagen The Beetle 1.4 Tsi Design,Córdoba,Volkswagen,The Beetle,2015,1.4 Tsi Design,Gris,Nafta,3,Manual,1.4,Hatchback,35000,,,Hidráulica,Delantera,4,55 L,160,4278,1486,1808,2537 mm,19000
Volkswagen Golf 1.4 Comfortline Tsi Dsg,Bs.As. G.B.A. Sur,Volkswagen,Golf,2018,1.4 Comfortline Tsi Dsg,Negro,Nafta,5,Automática,1.4,Hatchback,112000,,,Eléctrica,Delantera,5,50 L,150,4255,1452,1799,2638 mm,17500
Volkswagen Gol Trend 1.6,Bs.As. G.B.A. Norte,Volkswagen,Gol Trend,2009,1.6,,Nafta,5,Manual,1.6,Hatchback,280000,,,,Delantera,5,55 L,101,3899,1464,1656,2466 mm,7500
Chevrolet Cruze 1.4 Turbo Lt 2017,Buenos Aires Interior,Chevrolet,Cruze,2017,1.4 TURBO LT MT 4 PUERTAS,Blanco,Nafta,4,Manual,,Sedán,100000,Sí,Sí,Hidráulica,,,,,,,,,16000
Audi Q5 2.0 Tfsi 225cv Tiptronic Quattro,Bs.As. Costa Atlántica,Audi,Q5,2013,2.0 Tfsi 225cv Tiptronic Quattro,Negro,Nafta,5,Automática,2.0,SUV,176000,Sí,Sí,Asistida,Integral,5,75 L,225,4629,1653,1715,2452 mm,20500
Peugeot 308 1.6 Allure Nav Hdi 115cv,Capital Federal,Peugeot,308,2015,1.6 Allure Nav Hdi 115cv,Gris,Diésel,5,Manual,1.6,Hatchback,140000,,,Hidráulica,Delantera,5,60 L,115,4276,1519,1815,2608 mm,12800000
Peugeot 308 1.6 Active,Bs.As. G.B.A. Oeste,Peugeot,308,2013,1.6 Active,,Nafta,5,Manual,1.6,Hatchback,54200,,,Hidráulica,Delantera,5,60 L,115,4276,1519,1815,2608 mm,15600000
Honda HR-V 1.8 Lx 2wd Cvt,Bs.As. G.B.A. Sur,Honda,HR-V,2017,1.8 Lx 2wd Cvt,,Nafta,5,Automática,1.8,SUV,110000,Sí,,Eléctrica,4x2,5,50 L,140,4294,1586,1770,2640 mm,17000
Chevrolet Meriva 1.8 Gls,Bs.As. G.B.A. Sur,Chevrolet,Meriva,2012,1.8 Gls,Plateado,Nafta,5,Manual,1.8,Monovolumen,95000,,Sí,Hidráulica,Delantera,5,56 L,106,4042,1624,1645,2468 mm,7500
Fiat Cronos 1.3 Gse Drive Pack Conectividad,Bs.As. G.B.A. Sur,Fiat,Cronos,2024,1.3 Gse Drive Pack Conectividad,Gris,Nafta,4,Manual,1.3,Sedán,1000,,Sí,Eléctrica,Delantera,5,48 L,99,4364,1508,1724,2521 mm,24500000
Chevrolet Cruze 5 1.4 Premier,Capital Federal,Chevrolet,Cruze 5,2021,1.4 Premier,Plateado,Nafta,5,Automática,1.4,Hatchback,53000,Sí,,Asistida,Delantera,5,52 L,153,4448,1484,2042,2700 mm,28000000
Toyota Hilux 2.4 Cd Sr 150cv 4x2,Buenos Aires Interior,Toyota,Hilux,2021,2.4 Cd Sr 150cv 4x2,Gris,Diésel,4,Manual,2.4,Pick-Up,64338,,,Hidráulica,4x2,5,80 L,150,5260,1850,1855,2860 mm,28000
